,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
909,2003,NBA,1,3,DEN,Carmelo Anthony,19.032,F,us,Syracuse University,2004.0,2018.0,1054.0,35.9,24.1,6.5,3.0,1.0,0.5,0.449,0.473,0.34700000000000003,0.812,100.7,0.128
910,2003,NBA,1,4,TOR,Chris Bosh,19.098,F-C,us,Georgia Institute of Technology,2004.0,2016.0,893.0,35.8,19.2,8.5,2.0,0.8,1.0,0.494,0.506,0.335,0.799,106.0,0.159
911,2003,NBA,1,5,MIA,Dwyane Wade,21.165,G,us,Marquette University,2004.0,2018.0,982.0,34.5,22.5,4.7,5.5,1.6,0.9,0.483,0.504,0.287,0.767,118.3,0.168
912,2003,NBA,1,6,LAC,Chris Kaman,21.064,C,us,Central Michigan University,2004.0,2016.0,735.0,26.7,11.2,7.6,1.3,0.4,1.3,0.489,0.49,0.042,0.743,24.6,0.06
913,2003,NBA,1,7,CHI,Kirk Hinrich,22.18,G,us,University of Kansas,2004.0,2016.0,879.0,30.7,10.9,2.9,4.8,1.1,0.3,0.41100000000000003,0.43200000000000005,0.375,0.8,52.5,0.09300000000000001
914,2003,NBA,1,8,MIL,T.J. Ford,20.099,G,us,University of Texas at Austin,2004.0,2012.0,429.0,27.7,11.2,3.1,5.8,1.2,0.1,0.433,0.45,0.289,0.815,16.9,0.068
915,2003,NBA,1,9,NYK,Mike Sweetney,20.249000000000002,F,us,Georgetown University,2004.0,2007.0,233.0,15.5,6.5,4.5,0.6,0.3,0.5,0.485,0.485,0.0,0.6890000000000001,7.8,0.10300000000000001
916,2003,NBA,1,10,WAS,Jarvis Hayes,21.326,F,us,University of Georgia,2004.0,2010.0,427.0,23.2,8.3,3.1,1.1,0.7,0.1,0.415,0.444,0.35600000000000004,0.7979999999999999,10.2,0.049
917,2003,NBA,1,11,GSW,Mickael Pietrus,21.144000000000002,G-F,gp,,2004.0,2013.0,557.0,21.5,8.3,3.1,0.8,0.7,0.4,0.425,0.495,0.355,0.665,19.7,0.079
918,2003,NBA,1,12,SEA,Nick Collison,22.248,F,us,University of Kansas,2005.0,2018.0,910.0,20.4,5.9,5.2,1.0,0.5,0.5,0.534,0.542,0.20800000000000002,0.723,44.5,0.115
919,2003,NBA,1,13,MEM,Marcus Banks,21.224,G,us,"University of Nevada, Las Vegas",2004.0,2011.0,348.0,16.0,5.9,1.5,2.1,0.8,0.2,0.43200000000000005,0.462,0.327,0.768,6.6,0.057
920,2003,NBA,1,14,SEA,Luke Ridnour,22.138,G,us,University of Oregon,2004.0,2015.0,830.0,26.1,9.3,2.3,4.5,1.0,0.2,0.431,0.45799999999999996,0.349,0.862,36.0,0.08
921,2003,NBA,1,15,ORL,Reece Gaines,22.175,G,us,University of Louisville,2004.0,2006.0,71.0,8.5,1.7,0.7,0.7,0.2,0.0,0.324,0.336,0.26899999999999996,0.606,-0.6,-0.049
922,2003,NBA,1,16,BOS,Troy Bell,22.233,G,us,Boston College,2004.0,2004.0,6.0,5.7,1.8,0.7,0.7,0.2,0.0,0.222,0.28600000000000003,0.0,1.0,-0.2,-0.326
923,2003,NBA,1,17,PHO,Zarko Cabarkapa,22.041,F,rs,,2004.0,2006.0,150.0,10.3,4.3,2.1,0.6,0.2,0.2,0.42700000000000005,0.457,0.273,0.733,1.1,0.035
924,2003,NBA,1,18,NOH,David West,22.305999999999997,F-C,us,Xavier University,2004.0,2018.0,1034.0,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.499,0.265,0.8170000000000001,85.9,0.141
925,2003,NBA,1,19,UTA,Sasha Pavlovic,19.227999999999998,G-F,me,,2004.0,2013.0,567.0,15.7,4.9,1.8,0.9,0.5,0.2,0.40399999999999997,0.433,0.34600000000000003,0.6729999999999999,7.0,0.038
926,2003,NBA,1,20,BOS,Dahntay Jones,22.186,G-F,us,Duke University,2004.0,2017.0,624.0,15.7,5.4,1.7,0.8,0.4,0.2,0.439,0.45399999999999996,0.32899999999999996,0.7509999999999999,9.9,0.048
927,2003,NBA,1,21,ATL,Boris Diaw,21.076,F-C,fr,,2004.0,2017.0,1064.0,27.0,8.6,4.4,3.5,0.6,0.5,0.493,0.529,0.336,0.7170000000000001,51.6,0.086
930,2003,NBA,1,22,NJN,Zoran Planinic,20.292,G,ba,,2004.0,2006.0,148.0,10.7,3.8,1.3,1.1,0.4,0.0,0.405,0.447,0.289,0.677,1.5,0.046
931,2003,NBA,1,23,POR,Travis Outlaw,18.285,F,us,,2004.0,2014.0,622.0,20.9,8.5,3.2,0.8,0.5,0.6,0.423,0.447,0.337,0.7440000000000001,16.5,0.061
932,2003,NBA,1,24,LAL,Brian Cook,22.209,F,us,University of Illinois at Urbana-Champaign,2004.0,2012.0,421.0,13.4,5.5,2.6,0.6,0.3,0.3,0.439,0.467,0.382,0.7829999999999999,10.2,0.086
933,2003,NBA,1,25,DET,Carlos Delfino,20.305999999999997,G,ar,,2005.0,2013.0,507.0,22.8,8.1,3.6,1.7,0.9,0.2,0.401,0.43799999999999994,0.365,0.758,22.5,0.09300000000000001
934,2003,NBA,1,26,MIN,Ndudi Ebi,19.012,F,gb,,2004.0,2005.0,19.0,4.5,2.1,1.0,0.2,0.1,0.3,0.486,0.5,0.0,0.462,0.1,0.051
935,2003,NBA,1,27,MEM,Kendrick Perkins,18.232,C,us,,2004.0,2018.0,782.0,21.9,5.4,5.8,1.0,0.3,1.2,0.53,0.532,0.0,0.594,27.9,0.078
936,2003,NBA,1,28,SAS,Leandro Barbosa,20.215,G,br,,2004.0,2017.0,850.0,21.6,10.6,2.0,2.1,0.8,0.1,0.45899999999999996,0.498,0.387,0.821,37.4,0.098
937,2003,NBA,1,29,DAL,Josh Howard,23.064,F-G,us,Wake Forest University,2004.0,2013.0,507.0,30.3,14.3,5.7,1.6,1.0,0.5,0.44799999999999995,0.47100000000000003,0.332,0.77,38.0,0.11900000000000001
938,2003,NBA,2,30,NYK,Maciej Lampe,18.145,C,pl,,2004.0,2006.0,64.0,9.9,3.4,2.2,0.3,0.1,0.2,0.40700000000000003,0.413,0.25,0.6759999999999999,-0.2,-0.013999999999999999
939,2003,NBA,2,31,CLE,Jason Kapono,22.147,F,us,"University of California, Los Angeles",2004.0,2012.0,509.0,17.8,6.7,1.7,0.8,0.4,0.0,0.442,0.446,0.434,0.835,10.3,0.055
940,2003,NBA,2,32,LAL,Luke Walton,23.095,F,us,University of Arizona,2004.0,2013.0,564.0,17.2,4.7,2.8,2.3,0.6,0.2,0.429,0.45899999999999996,0.326,0.715,13.5,0.067
941,2003,NBA,2,33,MIA,Jerome Beasley,23.045,F,us,University of North Dakota,2004.0,2004.0,2.0,2.5,1.0,0.5,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,,,0.0,-0.11699999999999999
942,2003,NBA,2,34,LAC,Sofoklis Schortsanitis,18.008,C,cm,,,,,,,,,,,,,,,,
943,2003,NBA,2,35,MIL,Szymon Szewczyk,20.192,F-C,pl,,,,,,,,,,,,,,,,
944,2003,NBA,2,36,CHI,Mario Austin,21.125,F-C,us,Mississippi State University,,,,,,,,,,,,,,,
945,2003,NBA,2,37,ATL,Travis Hansen,25.078000000000003,G,us,Brigham Young University,2004.0,2004.0,41.0,12.4,3.0,1.7,0.5,0.2,0.2,0.354,0.37,0.3,0.815,0.2,0.019
946,2003,NBA,2,38,WAS,Steve Blake,23.125999999999998,G,us,University of Maryland,2004.0,2016.0,870.0,23.9,6.5,2.1,4.0,0.7,0.1,0.401,0.42,0.38299999999999995,0.779,29.1,0.067
947,2003,NBA,2,39,NYK,Slavko Vranes,20.152,C,rs,,2004.0,2004.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.371
948,2003,NBA,2,40,GSW,Derrick Zimmerman,21.211,G,us,Mississippi State University,2006.0,2006.0,2.0,16.0,2.0,2.0,3.5,0.0,0.0,0.667,0.667,,,0.0,0.004
949,2003,NBA,2,41,SEA,Willie Green,21.338,G,us,University of Detroit Mercy,2004.0,2015.0,731.0,20.2,8.3,1.8,1.4,0.5,0.1,0.425,0.45399999999999996,0.34600000000000003,0.765,12.9,0.042
952,2003,NBA,2,42,ORL,Zaza Pachulia,19.141,C,ge,,2004.0,2018.0,1030.0,20.7,6.9,5.9,1.3,0.7,0.4,0.47,0.473,0.0,0.75,50.3,0.113
953,2003,NBA,2,43,MIL,Keith Bogans,23.05,G-F,us,University of Kentucky,2004.0,2014.0,671.0,21.6,6.3,2.7,1.3,0.6,0.1,0.39399999999999996,0.442,0.353,0.716,20.4,0.068
954,2003,NBA,2,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,,
955,2003,NBA,2,45,CHI,Matt Bonner,23.087,F,us,University of Florida,2005.0,2016.0,792.0,16.9,5.8,3.0,0.7,0.4,0.3,0.46399999999999997,0.516,0.414,0.78,38.5,0.138
956,2003,NBA,2,46,DEN,Sani Becirovic,22.043000000000003,G,si,,,,,,,,,,,,,,,,
957,2003,NBA,2,47,UTA,Mo Williams,20.194000000000003,G,us,University of Alabama,2004.0,2016.0,818.0,29.2,13.2,2.8,4.9,0.9,0.1,0.434,0.46,0.37799999999999995,0.871,40.0,0.08
958,2003,NBA,2,48,NOH,James Lang,19.257,C,us,,2007.0,2007.0,11.0,5.0,1.0,1.0,0.2,0.0,0.3,0.444,0.444,,0.6,0.1,0.047
959,2003,NBA,2,49,IND,James Jones,22.27,F-G,us,University of Miami,2004.0,2017.0,709.0,15.7,5.2,1.8,0.5,0.3,0.3,0.401,0.402,0.401,0.84,25.2,0.109
960,2003,NBA,2,50,PHI,Paccelis Morlende,22.073,G,fr,,,,,,,,,,,,,,,,
961,2003,NBA,2,51,NJN,Kyle Korver,22.105999999999998,G-F,us,Creighton University,2004.0,2018.0,1104.0,26.2,9.9,3.0,1.8,0.7,0.3,0.444,0.46399999999999997,0.431,0.8809999999999999,68.7,0.114
962,2003,NBA,2,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,,,,
963,2003,NBA,2,53,CHI,Tommy Smith,,,,Arizona State University,,,,,,,,,,,,,,,
964,2003,NBA,2,54,POR,Nedzad Sinanovic,20.153,C,ba,,,,,,,,,,,,,,,,
965,2003,NBA,2,55,MIN,Rick Rickert,,,,University of Minnesota,,,,,,,,,,,,,,,
966,2003,NBA,2,56,BOS,Brandon Hunter,22.219,F,us,Ohio University,2004.0,2005.0,67.0,9.4,3.3,2.8,0.3,0.3,0.1,0.47600000000000003,0.484,0.0,0.488,0.7,0.055
967,2003,NBA,2,57,DAL,Xue Yuyang,20.239,F-C,cn,,,,,,,,,,,,,,,,
968,2003,NBA,2,58,DET,Andreas Glyniadakis,21.314,C,gr,,2007.0,2007.0,13.0,6.2,1.3,0.6,0.1,0.0,0.0,0.47100000000000003,0.47100000000000003,,0.5,-0.2,-0.14300000000000002
969,2002,NBA,1,1,HOU,Yao Ming,21.291999999999998,C,cn,,2003.0,2011.0,486.0,32.5,19.0,9.2,1.6,0.4,1.9,0.524,0.525,0.2,0.833,65.9,0.2
970,2002,NBA,1,2,CHI,Jay Williams,20.294,G,us,Duke University,2003.0,2003.0,75.0,26.1,9.5,2.6,4.7,1.1,0.2,0.39899999999999997,0.431,0.322,0.64,0.8,0.02
971,2002,NBA,1,3,GSW,Mike Dunleavy,21.289,F-G,us,Duke University,2003.0,2017.0,986.0,27.7,11.2,4.3,2.2,0.7,0.3,0.441,0.48100000000000004,0.377,0.8029999999999999,58.5,0.10300000000000001
972,2002,NBA,1,4,MEM,Drew Gooden,20.28,F,us,University of Kansas,2003.0,2016.0,790.0,25.5,11.0,7.1,1.1,0.7,0.6,0.462,0.47100000000000003,0.257,0.76,43.9,0.105
973,2002,NBA,1,5,DEN,Nikoloz Tskitishvili,19.078,F,ge,,2003.0,2006.0,172.0,11.3,2.9,1.8,0.7,0.3,0.3,0.304,0.332,0.235,0.73,-1.6,-0.039
974,2002,NBA,1,6,CLE,Dajuan Wagner,19.147000000000002,G,us,University of Memphis,2003.0,2007.0,103.0,21.4,9.4,1.4,1.9,0.7,0.1,0.366,0.385,0.321,0.77,0.0,0.0
975,2002,NBA,1,7,NYK,Nene Hilario,19.291,F-C,br,,2003.0,2018.0,923.0,26.8,11.7,6.2,1.8,1.1,0.8,0.5479999999999999,0.551,0.14,0.66,71.9,0.14
976,2002,NBA,1,8,LAC,Chris Wilcox,19.301,F,us,University of Maryland,2003.0,2013.0,628.0,19.9,8.2,4.9,0.7,0.5,0.4,0.541,0.5429999999999999,0.0,0.643,26.9,0.10300000000000001
977,2002,NBA,1,9,PHO,Amar'e Stoudemire,19.227,F-C,us,,2003.0,2016.0,846.0,31.0,18.9,7.8,1.2,0.8,1.2,0.537,0.54,0.23600000000000002,0.7609999999999999,92.5,0.16899999999999998
978,2002,NBA,1,10,MIA,Caron Butler,22.11,F,us,University of Connecticut,2003.0,2016.0,881.0,32.2,14.1,5.0,2.3,1.3,0.2,0.434,0.456,0.348,0.847,50.9,0.086
979,2002,NBA,1,11,WAS,Jared Jeffries,20.218,F,us,Indiana University,2003.0,2013.0,629.0,21.6,4.8,4.1,1.3,0.7,0.5,0.426,0.447,0.25,0.583,13.1,0.046
980,2002,NBA,1,12,LAC,Melvin Ely,24.061,C,us,"California State University, Fresno",2003.0,2014.0,375.0,16.0,5.3,3.2,0.7,0.3,0.6,0.46,0.461,0.0,0.625,4.0,0.032
981,2002,NBA,1,13,MIL,Marcus Haislip,21.191,F,us,University of Tennessee,2003.0,2010.0,89.0,9.6,3.5,1.5,0.2,0.2,0.4,0.43700000000000006,0.444,0.35,0.659,0.5,0.026000000000000002
982,2002,NBA,1,14,IND,Fred Jones,23.113000000000003,G-F,us,University of Oregon,2003.0,2009.0,430.0,24.0,7.5,2.2,2.3,0.8,0.3,0.41100000000000003,0.445,0.353,0.809,16.5,0.077
983,2002,NBA,1,15,HOU,Bostjan Nachbar,21.363000000000003,F,si,,2003.0,2008.0,317.0,17.8,7.1,2.6,0.9,0.4,0.3,0.406,0.433,0.375,0.784,8.7,0.07400000000000001
984,2002,NBA,1,16,PHI,Jiri Welsch,22.156,G,cz,,2003.0,2006.0,247.0,18.6,6.1,2.4,1.5,0.8,0.1,0.40299999999999997,0.425,0.34299999999999997,0.752,5.7,0.059000000000000004
985,2002,NBA,1,17,WAS,Juan Dixon,23.266,G,us,University of Maryland,2003.0,2009.0,436.0,19.5,8.4,1.9,1.8,0.8,0.1,0.413,0.442,0.341,0.833,6.1,0.034
986,2002,NBA,1,18,ORL,Curtis Borchardt,21.291,C,us,Stanford University,2004.0,2005.0,83.0,13.5,3.1,3.3,0.8,0.2,0.6,0.42100000000000004,0.423,0.0,0.742,1.0,0.040999999999999995
987,2002,NBA,1,19,UTA,Ryan Humphrey,22.343000000000004,F,us,University of Notre Dame,2003.0,2005.0,85.0,9.1,2.3,2.2,0.2,0.2,0.2,0.344,0.348,0.0,0.539,-0.4,-0.027000000000000003
988,2002,NBA,1,20,TOR,Kareem Rush,21.244,G,us,University of Missouri,2003.0,2010.0,346.0,17.2,6.4,1.7,1.0,0.4,0.2,0.4,0.425,0.358,0.703,1.7,0.013000000000000001
989,2002,NBA,1,21,POR,Qyntel Woods,21.135,F,us,Northeast Mississippi Community College,2003.0,2006.0,167.0,12.3,4.1,2.3,0.6,0.4,0.2,0.452,0.47,0.35700000000000004,0.603,1.4,0.032
990,2002,NBA,1,22,PHO,Casey Jacobsen,21.104,G-F,us,Stanford University,2003.0,2008.0,287.0,18.5,5.2,1.8,1.1,0.4,0.1,0.39299999999999996,0.433,0.35200000000000004,0.769,6.2,0.055999999999999994
991,2002,NBA,1,23,DET,Tayshaun Prince,22.124000000000002,F,us,University of Kentucky,2003.0,2016.0,1017.0,31.0,11.1,4.3,2.4,0.6,0.5,0.455,0.47,0.36700000000000005,0.7559999999999999,63.1,0.096
994,2002,NBA,1,24,NJN,Nenad Krstic,18.340999999999998,C,rs,,2005.0,2011.0,419.0,25.2,10.0,5.4,0.8,0.4,0.7,0.494,0.495,0.14300000000000002,0.73,21.5,0.098
995,2002,NBA,1,25,DEN,Frank Williams,22.127,G,us,University of Illinois at Urbana-Champaign,2003.0,2005.0,86.0,11.1,2.9,0.9,1.9,0.4,0.1,0.35200000000000004,0.376,0.3,0.833,0.1,0.003
996,2002,NBA,1,26,SAS,John Salmons,22.201999999999998,G,us,University of Miami,2003.0,2015.0,895.0,26.4,9.3,2.9,2.4,0.8,0.3,0.431,0.457,0.366,0.799,33.9,0.069
997,2002,NBA,1,27,LAL,Chris Jefferies,22.139,G-F,us,"California State University, Fresno",2003.0,2004.0,72.0,12.0,3.9,1.2,0.4,0.3,0.3,0.38299999999999995,0.39399999999999996,0.365,0.667,-0.5,-0.03
998,2002,NBA,1,28,SAC,Dan Dickau,23.289,G,us,Gonzaga University,2003.0,2008.0,300.0,15.4,5.8,1.4,2.5,0.5,0.0,0.401,0.43200000000000005,0.341,0.831,5.9,0.061
999,2002,NBA,2,30,GSW,Steve Logan,,,,University of Cincinnati,,,,,,,,,,,,,,,
1000,2002,NBA,2,31,CHI,Roger Mason,21.294,G,us,University of Virginia,2003.0,2014.0,518.0,17.7,6.3,1.7,1.3,0.4,0.1,0.408,0.435,0.38299999999999995,0.866,13.0,0.068
1001,2002,NBA,2,32,MEM,Robert Archibald,22.094,F,gb,University of Illinois at Urbana-Champaign,2003.0,2004.0,44.0,7.5,1.2,1.6,0.4,0.3,0.1,0.28300000000000003,0.28300000000000003,,0.429,0.0,-0.004
1002,2002,NBA,2,33,DEN,Vincent Yarbrough,21.101999999999997,G-F,us,University of Tennessee,2003.0,2003.0,59.0,23.4,6.9,2.7,2.2,1.0,0.6,0.39299999999999996,0.42,0.26899999999999996,0.79,1.0,0.035
1003,2002,NBA,2,34,MIL,Dan Gadzuric,24.15,C,nl,"University of California, Los Angeles",2003.0,2012.0,527.0,14.8,4.7,4.4,0.4,0.5,0.9,0.5,0.501,0.0,0.498,15.8,0.09699999999999999
1004,2002,NBA,2,35,CLE,Carlos Boozer,20.223,F-C,de,Duke University,2003.0,2015.0,861.0,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.522,0.071,0.722,80.3,0.14300000000000002
1005,2002,NBA,2,36,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,,
1006,2002,NBA,2,37,ATL,David Andersen,22.008000000000003,C,au,,2010.0,2011.0,103.0,12.3,4.9,2.8,0.6,0.2,0.2,0.44,0.467,0.34700000000000003,0.674,1.5,0.059000000000000004
1007,2002,NBA,2,38,HOU,Tito Maddox,21.024,G,us,"California State University, Fresno",2003.0,2003.0,9.0,3.9,1.2,0.8,0.6,0.3,0.1,0.25,0.33299999999999996,0.0,0.625,0.0,-0.011000000000000001
1008,2002,NBA,2,39,WAS,Rod Grizzard,,,,University of Alabama,,,,,,,,,,,,,,,
1009,2002,NBA,2,40,WAS,Juan Carlos Navarro,22.018,G,es,,2008.0,2008.0,82.0,25.8,10.9,2.6,2.2,0.6,0.0,0.402,0.455,0.361,0.8490000000000001,1.4,0.031
1010,2002,NBA,2,41,LAC,Mario Kasun,22.087,C,hr,,2005.0,2006.0,73.0,7.8,2.7,2.6,0.2,0.1,0.2,0.467,0.47,0.0,0.636,0.8,0.069
1011,2002,NBA,2,42,MIL,Ronald Murray,22.338,G,us,Shaw University,2003.0,2010.0,487.0,22.7,9.9,2.1,2.3,0.8,0.2,0.414,0.45,0.304,0.725,8.5,0.037000000000000005
1012,2002,NBA,2,43,POR,Jason Jennings,,,,Arkansas State University,,,,,,,,,,,,,,,
1013,2002,NBA,2,44,CHI,Lonny Baxter,23.156,F,us,University of Maryland,2003.0,2006.0,162.0,11.6,3.9,2.9,0.2,0.2,0.4,0.466,0.469,0.2,0.657,2.9,0.075
1016,2002,NBA,2,45,PHI,Sam Clancy,,,,University of Southern California,,,,,,,,,,,,,,,
1017,2002,NBA,2,46,MEM,Matt Barnes,22.114,F,us,"University of California, Los Angeles",2004.0,2017.0,929.0,23.6,8.2,4.6,1.8,0.8,0.5,0.436,0.522,0.335,0.745,42.8,0.09300000000000001
1018,2002,NBA,2,47,UTA,Jamal Sampson,19.047,F-C,us,University of California,2003.0,2007.0,72.0,8.8,2.0,3.4,0.4,0.1,0.4,0.491,0.495,0.0,0.537,1.4,0.106
1019,2002,NBA,2,48,MIL,Chris Owens,23.123,F,us,University of Texas at Austin,2003.0,2003.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,0.667,0.667,,,0.0,-0.032
1020,2002,NBA,2,49,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,,
1021,2002,NBA,2,50,BOS,Darius Songaila,24.138,F,lt,Wake Forest University,2004.0,2011.0,495.0,18.6,6.9,3.4,1.2,0.7,0.2,0.499,0.501,0.158,0.8440000000000001,15.9,0.083
1022,2002,NBA,2,51,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,,
1023,2002,NBA,2,52,MIN,Marcus Taylor,,,,Michigan State University,,,,,,,,,,,,,,,
1024,2002,NBA,2,53,MIA,Rasual Butler,23.04,F-G,us,La Salle University,2003.0,2016.0,809.0,21.3,7.5,2.4,0.8,0.4,0.5,0.40299999999999997,0.43700000000000006,0.36200000000000004,0.747,20.8,0.057999999999999996
1025,2002,NBA,2,54,NJN,Tamar Slay,22.09,G,us,Marshall University,2003.0,2005.0,66.0,7.8,2.6,1.1,0.5,0.4,0.1,0.361,0.392,0.265,0.5379999999999999,-0.3,-0.028999999999999998
1026,2002,NBA,2,55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,,
1027,2002,NBA,2,56,SAS,Luis Scola,22.061999999999998,F,ar,,2008.0,2017.0,743.0,25.6,12.0,6.7,1.6,0.6,0.3,0.493,0.499,0.33899999999999997,0.74,45.7,0.115
1028,2002,NBA,2,57,SAS,Randy Holcomb,22.328000000000003,F,us,San Diego State University,2006.0,2006.0,4.0,2.8,0.5,0.3,0.0,0.0,0.0,1.0,1.0,,,0.0,0.15
1029,2002,NBA,2,58,SAC,Corsley Edwards,23.119,F,us,Central Connecticut State University,2005.0,2005.0,10.0,11.0,2.7,2.5,0.3,0.3,0.4,0.32299999999999995,0.32299999999999995,,0.583,0.1,0.026000000000000002
1030,2001,NBA,1,1,WAS,Kwame Brown,19.114,F,us,,2002.0,2013.0,607.0,22.1,6.6,5.5,0.9,0.5,0.6,0.49200000000000005,0.493,0.111,0.57,20.8,0.07400000000000001
1031,2001,NBA,1,2,LAC,Tyson Chandler,18.273,C,us,,2002.0,2018.0,1079.0,28.3,8.6,9.4,0.9,0.6,1.2,0.596,0.597,0.0,0.6459999999999999,99.4,0.156
1032,2001,NBA,1,3,ATL,Pau Gasol,20.361,F-C,es,,2002.0,2018.0,1196.0,34.0,17.4,9.3,3.2,0.5,1.6,0.508,0.512,0.366,0.754,143.0,0.16899999999999998
1033,2001,NBA,1,4,CHI,Eddy Curry,18.209,C,us,,2002.0,2013.0,527.0,24.9,12.9,5.2,0.5,0.3,0.7,0.545,0.544,1.0,0.642,21.7,0.08
1034,2001,NBA,1,5,GSW,Jason Richardson,20.163,G,us,Michigan State University,2002.0,2015.0,857.0,34.1,17.1,5.0,2.7,1.2,0.4,0.43799999999999994,0.474,0.37,0.7070000000000001,59.1,0.09699999999999999
1035,2001,NBA,1,6,MEM,Shane Battier,22.296999999999997,F,us,Duke University,2002.0,2014.0,977.0,30.7,8.6,4.2,1.8,1.0,0.9,0.43700000000000006,0.486,0.384,0.743,75.7,0.121
1038,2001,NBA,1,7,NJN,Eddie Griffin,19.033,F-C,us,Seton Hall University,2002.0,2007.0,303.0,22.2,7.2,5.8,0.8,0.3,1.7,0.377,0.408,0.315,0.6709999999999999,10.9,0.078
1039,2001,NBA,1,8,CLE,DeSagana Diop,19.153,C,sn,,2002.0,2013.0,601.0,14.0,2.0,3.7,0.4,0.4,1.0,0.42700000000000005,0.429,0.16699999999999998,0.467,12.8,0.073
1040,2001,NBA,1,9,DET,Rodney White,21.004,F,us,University of North Carolina at Charlotte,2002.0,2005.0,218.0,15.4,7.1,2.2,1.1,0.5,0.3,0.424,0.452,0.314,0.7490000000000001,1.8,0.026000000000000002
1041,2001,NBA,1,10,BOS,Joe Johnson,20.003,G-F,us,University of Arkansas,2002.0,2018.0,1276.0,34.7,16.0,4.0,3.9,0.8,0.2,0.441,0.47200000000000003,0.371,0.802,82.8,0.09
1042,2001,NBA,1,11,BOS,Kedrick Brown,20.105999999999998,G,us,Okaloosa-Walton Community College,2002.0,2005.0,143.0,13.5,3.6,2.4,0.7,0.6,0.2,0.405,0.47100000000000003,0.27399999999999997,0.64,3.0,0.07400000000000001
1043,2001,NBA,1,12,SEA,Vladimir Radmanovic,20.225,F,ba,,2002.0,2013.0,737.0,21.9,8.0,3.8,1.4,0.7,0.4,0.415,0.451,0.37799999999999995,0.758,26.5,0.079
1044,2001,NBA,1,13,HOU,Richard Jefferson,21.011,F,us,University of Arizona,2002.0,2018.0,1181.0,29.0,12.6,4.0,2.0,0.7,0.3,0.46399999999999997,0.493,0.376,0.768,83.0,0.11599999999999999
1045,2001,NBA,1,14,GSW,Troy Murphy,21.061,F-C,us,University of Notre Dame,2002.0,2013.0,729.0,27.3,10.8,7.8,1.5,0.7,0.4,0.445,0.46399999999999997,0.38799999999999996,0.785,50.3,0.121
1046,2001,NBA,1,15,ORL,Steven Hunter,19.244,C,us,DePaul University,2002.0,2010.0,400.0,15.0,4.5,3.2,0.2,0.1,1.1,0.56,0.56,0.0,0.485,10.6,0.085
1047,2001,NBA,1,16,CHH,Kirk Haston,22.115,F,us,Indiana University,2002.0,2003.0,27.0,5.0,1.2,1.0,0.3,0.0,0.2,0.23199999999999998,0.26,0.0,0.5,-0.5,-0.19699999999999998
1048,2001,NBA,1,17,TOR,Michael Bradley,22.076,F-C,us,Villanova University,2002.0,2006.0,173.0,11.7,2.8,3.4,0.5,0.1,0.3,0.47700000000000004,0.488,0.14300000000000002,0.511,2.0,0.047
1049,2001,NBA,1,18,HOU,Jason Collins,22.213,C,us,Stanford University,2002.0,2014.0,735.0,20.4,3.6,3.7,0.9,0.5,0.5,0.41100000000000003,0.414,0.20600000000000002,0.647,20.1,0.064
1050,2001,NBA,1,19,POR,Zach Randolph,19.351,F-C,us,Michigan State University,2002.0,2018.0,1116.0,31.0,16.6,9.1,1.8,0.7,0.3,0.47100000000000003,0.48100000000000004,0.273,0.764,81.1,0.11199999999999999
1051,2001,NBA,1,20,CLE,Brendan Haywood,21.218000000000004,C,us,University of North Carolina,2002.0,2015.0,816.0,22.9,6.8,6.0,0.5,0.4,1.4,0.528,0.528,0.0,0.5870000000000001,43.8,0.113
1052,2001,NBA,1,21,BOS,Joseph Forte,20.101,G,us,University of North Carolina,2002.0,2003.0,25.0,5.0,1.2,0.7,0.7,0.2,0.0,0.23399999999999999,0.268,0.0,0.8,-0.4,-0.166
1053,2001,NBA,1,22,ORL,Jeryl Sasser,22.14,G,us,Southern Methodist University,2002.0,2003.0,82.0,12.9,2.5,2.3,0.8,0.6,0.1,0.303,0.305,0.295,0.687,0.7,0.032
1054,2001,NBA,1,23,HOU,Brandon Armstrong,21.016,G,us,Pepperdine University,2002.0,2004.0,108.0,6.5,2.2,0.6,0.2,0.2,0.0,0.35200000000000004,0.358,0.33299999999999996,0.6,-0.6,-0.039
1055,2001,NBA,1,24,UTA,Raul Lopez,21.078000000000003,G,es,,2004.0,2005.0,113.0,18.9,6.5,1.7,3.8,0.7,0.0,0.429,0.45,0.34600000000000003,0.853,2.1,0.047
